Id,Longitude,Latitude,Spatial Prob
1,143.251973043,-35.083200762,0.036363549772961155
2,143.252973043,-35.083200762,0.07024508420546657
3,143.253973043,-35.083200762,0.12143623642215516
4,143.25497304299998,-35.083200762,0.17757127837304926
5,143.25597304299998,-35.083200762,0.21597635440566756
6,143.256973043,-35.083200762,0.2511212683840538
7,143.257973043,-35.083200762,0.28638978779701324
8,143.258973043,-35.083200762,0.2893197037843222
9,143.259973043,-35.083200762,0.31141952620632846
10,143.26097304299998,-35.083200762,0.329470350442048
11,143.26197304299998,-35.083200762,0.33214915979612436
12,143.262973043,-35.083200762,0.3456527433181995
13,143.263973043,-35.083200762,0.34226952782278286
14,143.264973043,-35.083200762,0.2794910060401565
15,143.265973043,-35.083200762,0.2370356535697272
16,143.26697304299998,-35.083200762,0.29193466259707873
17,143.26797304299998,-35.083200762,0.31940955532810356
18,143.268973043,-35.083200762,0.2902267361186794
19,143.269973043,-35.083200762,0.317348020066508
20,143.270973043,-35.083200762,0.38549416763034766
21,143.271973043,-35.083200762,0.42769335593658586
22,143.27297304299998,-35.083200762,0.35695470053282263
23,143.27397304299998,-35.083200762,0.4106360795349547
24,143.274973043,-35.083200762,0.3729179218113287
25,143.275973043,-35.083200762,0.3821529753725648
26,143.276973043,-35.083200762,0.38746010322278585
27,143.277973043,-35.083200762,0.2816496519244905
28,143.27897304299998,-35.083200762,0.2622117212762781
29,143.27997304299998,-35.083200762,0.22201754173329338
30,143.280973043,-35.083200762,0.18436782277187833
31,143.281973043,-35.083200762,0.16144013419940717
32,143.282973043,-35.083200762,0.09171698917922477
33,143.283973043,-35.083200762,0.04134816623894583
34,143.28497304299998,-35.083200762,0.029009997494804558
35,143.28597304299998,-35.083200762,0.0337407510785018
36,143.286973043,-35.083200762,0.06973250108086111
37,143.287973043,-35.083200762,0.10883218990420505
38,143.288973043,-35.083200762,0.11395774178781683
39,143.289973043,-35.083200762,0.06889125308910801
40,143.29097304299998,-35.083200762,0.07017073184468528
41,143.29197304299998,-35.083200762,0.09932977094031961
42,143.292973043,-35.083200762,0.16219893308417585
43,143.293973043,-35.083200762,0.17001033199703827
44,143.294973043,-35.083200762,0.1294126973040437
45,143.295973043,-35.083200762,0.13341706863690983
46,143.29697304299998,-35.083200762,0.16150229237809147
47,143.29797304299998,-35.083200762,0.16910671415007417
48,143.298973043,-35.083200762,0.12959354583085053
